id	text
90	> CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > TYPE: Harrt Reid Intl Airport, LAS > TYPE: skirt > CLICK > TYPE: Lansing > CLICK > TYPE: Kayaks > CLICK > TYPE: 07055 > TYPE: 59901 > CLICK > TYPE: Harry Reid Intl Airport, LAS > ENTER > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: 100 Miles > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: 2018 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: 2018 > HOVER > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK  Lowest > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Harry Reid Intl Airport, LAS > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Ohare, Chicago > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
91	> CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > HOVER > TYPE: London > CLICK > TYPE: Phoenix > CLICK > CLICK > CLICK > CLICK > TYPE: 456481897 > CLICK > CLICK > CLICK > TYPE: Canyon de Chelly > CLICK > CLICK > CLICK > CLICK > CLICK 6474 > CLICK > TYPE: 30000 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 6000 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: john > CLICK > TYPE: doew > CLICK > TYPE: johndoew@gmail.com > CLICK > TYPE: 4533234565 > CLICK > TYPE: 234567895 > CLICK > TYPE: 06/23/1992 > CLICK > CLICK
92	> CLICK > CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: YAW639 > CLICK > CLICK > HOVER > TYPE: New York > CLICK > CLICK > CLICK > CLICK > TYPE: brooklyn > SELECT: LA > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: PS4 > CLICK > CLICK > HOVER > CLICK > SELECT: Price, low to high > CLICK > TYPE: 70726 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 222900 > CLICK > CLICK > CLICK > CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: Good > SELECT: Good To Go > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
93	> CLICK > CLICK > CLICK > HOVER > CLICK > CLICK > TYPE: Montana > HOVER > CLICK > CLICK > TYPE: John > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: New york knicks > TYPE: Smith > TYPE: San Francisco > TYPE: Nemo Front Porch 2P Tent > CLICK > CLICK > CLICK > CLICK > TYPE: 90028 > CLICK > CLICK > SELECT: Ticket Number > CLICK > CLICK > CLICK > TYPE: washington > TYPE: grand central > CLICK > CLICK > CLICK > CLICK > TYPE: 123456780 > CLICK > CLICK 11 (13,217) > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: Hindi (59) > CLICK > CLICK > CLICK > TYPE: 200 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 100 > CLICK > TYPE: Joe > CLICK > CLICK > TYPE: stoney brook > CLICK > CLICK > CLICK > TYPE: Bloggs > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 123456789 > TYPE: Must buy > CLICK > SELECT: 10 > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: 00 > CLICK > CLICK > TYPE: 7 > CLICK > CLICK > CLICK > TYPE: 50 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
94	> CLICK > CLICK > HOVER > HOVER > CLICK > TYPE: central park zoo > TYPE: Paris > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: ATLANTA > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: LAS VEGAS > CLICK > CLICK > CLICK > TYPE: broadway > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: Walking > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
95	> TYPE: wireless keyboard mouse > CLICK > CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Hackney > CLICK > CLICK > CLICK > CLICK > TYPE: 10 > CLICK > CLICK > CLICK > TYPE: 100 > CLICK > SELECT: Change Location... > TYPE: 123456789 > TYPE: laguardia airport > ENTER > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 90028 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Hackney > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: 1 Room  Earth Day > SELECT: midnight > TYPE: Hello World > SELECT: 2 Adults > CLICK > CLICK > CLICK > SELECT: 1 Child > CLICK > SELECT: noon > CLICK > SELECT: 0 > CLICK > CLICK > CLICK > CLICK > TYPE: Joe > CLICK > CLICK > CLICK > TYPE: Bloggs > CLICK > CLICK > TYPE: joe@bloggs.com > CLICK > CLICK > CLICK > CLICK
96	> TYPE: seattle > CLICK > CLICK > CLICK > HOVER > TYPE: 10023 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Health Insurance Top Up plans beneficial or not? > CLICK > CLICK > CLICK > TYPE: 60540 > CLICK > CLICK > CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > TYPE: 60173 > CLICK > CLICK > CLICK > SELECT: 3:00 AM > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 60173 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
97	> CLICK > HOVER > CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Phuket > CLICK > CLICK > CLICK > CLICK > TYPE: BWI > TYPE: Matthews winery > CLICK > TYPE: kashi vishwanath temple > TYPE: 11231 > CLICK > CLICK > TYPE: 10001 > CLICK > CLICK > CLICK > CLICK > TYPE: washington > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: NYC > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 7 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
98	> TYPE: Ricky Kej > HOVER > HOVER > CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Mustang > SELECT: AMC Grove City 14 > TYPE: 07055 > CLICK > TYPE: 1000000000000000 > CLICK > CLICK > SELECT: Product Management > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 1222 > CLICK > CLICK > CLICK  Lowest > CLICK > CLICK > CLICK > CLICK > TYPE: NEW YORK > TYPE: 49107 > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 49107 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: 8:00 PM > CLICK > CLICK > SELECT: 4 guests > CLICK > CLICK > CLICK > CLICK
99	> CLICK > CLICK > HOVER > CLICK > CLICK > HOVER > TYPE: BATMAN > CLICK > CLICK > CLICK > TYPE: london > TYPE: belo horizonte > CLICK > SELECT: New Jersey > CLICK > CLICK > CLICK > TYPE: organic strawberries > TYPE: Dota 2 > TYPE: 08817 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: new york > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > HOVER > CLICK > CLICK > CLICK > CLICK > TYPE: 10000002 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: Son > CLICK > TYPE: organic strawberries > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 100 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: organic strawberries > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: organic strawberries > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
100	> HOVER > CLICK > CLICK > HOVER > HOVER > HOVER > TYPE: xbox 360 games > TYPE: new york > TYPE: New York > TYPE: phoenix suns > CLICK > CLICK > TYPE: 10001 > CLICK > CLICK > CLICK > ENTER > CLICK > CLICK > CLICK > CLICK > TYPE: new york > CLICK > CLICK > TYPE: WESTMINSTER > CLICK > CLICK > TYPE: miami > TYPE: Aruba > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > SELECT: 100 km > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > TYPE: 04/01/2023 > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK > CLICK
